,name,mileage,price,owners,body,int,ext,vin,engine,tm,drive,fuel,height,length,width,gclear,wheelb,ftrackw,mpg,rtrackw
867,2018 Acura ILX,"w/Special Edition | 15,765 miles","$20,560",1,Sedan,Black,Black,19UDE2F49JA001072,2.4L I4 201hp 180ft. lbs.,Automatic,FWD,Gasoline,"55.6""","181.9""","70.6""","5.3""","105.1""","59.4""",25 City / 35 Hwy,"60.2"""
868,2019 Audi S3,"2.0T quattro Premium Plus | 8,525 miles","$38,520",1,Sedan,Black,Brilliant Black,WAUB1GFF7KA124612,2.0L Turbo I4 288hp 280ft. lbs.,Automatic,AWD,Gasoline,"54.8""","175.8""","77.2""",Unavailable,"103.6""","61.1""",22 City / 29 Hwy,"60.1"""
869,2018 Toyota Highlander,"XLE | 14,264 miles","$32,520",1,SUV,Black,Predawn Gray Mica,5TDKZRFH7JS540802,3.5L V6 295hp 263ft. lbs.,Automatic,FWD,Gasoline,"70.1""","192.5""","75.8""","8""","109.8""","64.4""",20 City / 27 Hwy,"64.2"""
870,2019 Mercedes-Benz GLC,"GLC 300 4MATIC | 5,024 miles","$47,880",1,SUV,Red,White,WDC0J4KB2KF667682,2.0L Turbo I4 241hp 273ft. lbs.,Automatic,AWD,Gasoline,"63""","186.3""","82.5""","5.9""","113.1""","63.8""",21 City / 27 Hwy,"63.7"""
871,2019 Lexus NX 300,"Base | 2,487 miles","$33,980",1,SUV,Black,Black,JTJYARBZ5K2156152,2.0L Turbo I4 235hp 258ft. lbs.,Automatic,FWD,Gasoline,"64.8""","182.3""","83.9""","6.9""","104.7""","62.2""",22 City / 28 Hwy,"62.2"""
872,2020 Honda Odyssey,"EX-L | 3,709 miles","$34,980",2,Van Minivan,Gray,Lunar Silver Metallic,5FNRL6H7XLB042331,3.5L V6 280hp 262ft. lbs.,Automatic,FWD,Gasoline,"69.6""","203.2""","92.3""",Unavailable,"118.1""","67.3""",19 City / 28 Hwy,"67.2"""
873,2019 Honda Accord,"EX-L | 9,205 miles","$29,060",1,Sedan,Gray,Lunar Silver Metallic,1HGCV2F52KA032377,2.0L Turbo I4 252hp 273ft. lbs.,Automatic,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","63""",23 City / 34 Hwy,"63.4"""
874,2019 Kia Sorento,"LX V6 | 40,643 miles","$21,000",1,SUV,Black,Snow White Pearl,5XYPGDA50KG464236,3.3L V6 290hp 252ft. lbs.,Automatic,AWD,Gasoline,"66.5""","189""","74.4""","7.3""","109.4""","64.3""",19 City / 24 Hwy,"64.7"""
875,2019 Jeep Grand Cherokee,"Limited | 28,688 miles","$31,600",1,SUV,Black,Silver,1C4RJFBGXKC653793,3.6L V6 295hp 260ft. lbs.,Automatic,4x4,Gasoline,"69.3""","189.8""","84.8""","8.6""","114.7""","63.9""",18 City / 25 Hwy,"64.1"""
876,2019 Lexus NX 300,"Base | 19,570 miles","$32,080",1,SUV,Black,White,JTJYARBZ2K2126588,2.0L Turbo I4 235hp 258ft. lbs.,Automatic,FWD,Gasoline,"64.8""","182.3""","83.9""","6.9""","104.7""","62.2""",22 City / 28 Hwy,"62.2"""
877,2019 Acura ILX,"Premium | 17,494 miles","$23,140",1,Sedan,Brown,Grey,19UDE2F71KA005452,2.4L I4 201hp 180ft. lbs.,Automatic,FWD,Gasoline,"55.6""","182.2""","70.6""","5.3""","105.1""","59.4""",24 City / 34 Hwy,"60.2"""
878,2019 Hyundai Sonata,"SEL | 14,607 miles","$18,980",1,Sedan,Black,Black,5NPE34AFXKH741365,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.1""",25 City / 33 Hwy,"63.3"""
879,2019 Dodge Journey,"GT | 32,031 miles","$19,410",1,SUV,Black,Granite Pearl Coat,3C4PDDEG9KT764449,Pentastar 3.6L V6 283hp 260ft. lbs.,Automatic,AWD,Gasoline,"66.6""","192.4""","83.7""","7.2""","113.8""","61.8""",16 City / 24 Hwy,"62.3"""
881,2018 Toyota Prius,"Two | 34,704 miles","$18,940",1,Hatchback,Tan,Midnight Black Metallic,JTDKBRFU8J3592202,1.8L Hybrid I4 121hp,Automatic,FWD,Gas/Electric Hybrid,"58.1""","178.7""","69.3""","5.1""","106.3""","60.2""",54 City / 50 Hwy,"60.6"""
882,2016 Maserati Quattroporte,"GTS | 18,422 miles","$44,410",2,Sedan,Brown,White,ZAM56PPA8G1165645,3.8L Twin Turbo V8 523hp 524ft. lbs.,Automatic,RWD,Gasoline,"58.3""","207.2""","82.7""",Unavailable,"124.8""","64.4""",15 City / 22 Hwy,"64.8"""
883,2018 Nissan Pathfinder,"S | 23,528 miles","$20,860",1,SUV,Black,White,5N1DR2MN0JC670023,3.5L V6 284hp 259ft. lbs.,Automatic,FWD,Gasoline,"70.2""","198.5""","77.2""","7""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
884,2019 Ford Fusion,"Titanium | 29,957 miles","$18,800",1,Sedan,Black,Black,3FA6P0D96KR220640,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,AWD,Gasoline,"58.1""","191.7""","83.5""",Unavailable,"112.2""","62.7""",20 City / 29 Hwy,"62.4"""
885,2018 Audi A3,"2.0T Premium | 33,584 miles","$21,700",1,Sedan,Black,Blue,WAUAUGFF0J1022585,2.0L Turbo I4 186hp 221ft. lbs.,Automatic,FWD,Gasoline,"55.7""","175.5""","77.2""","4.3""","103.8""","61.2""",26 City / 35 Hwy,"60.1"""
886,2019 Hyundai Sonata,"SE | 14,029 miles","$17,480",1,Sedan,Gray,Red,5NPE24AF2KH787033,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.5""",26 City / 35 Hwy,"63.8"""
887,2018 Volkswagen Golf GTI,"S | 15,202 miles","$21,790",1,Hatchback,Gray,Black,3VW547AU8JM297194,2.0L Turbo I4 220hp 258ft. lbs.,Manual,FWD,Gasoline,"57.8""","168""","70.8""","5.1""","103.6""","60.6""",25 City / 33 Hwy,"59.7"""
889,2019 Chevrolet Impala,"LT | 32,439 miles","$18,300",1,Sedan,Black,Silver,1G11Z5SA3KU133420,Ecotec 2.5L I4 197hp 191ft. lbs.,Automatic,FWD,Gasoline,"58.9""","201.3""","84.3""",Unavailable,"111.7""","62.2""",22 City / 29 Hwy,"62"""
890,2019 Volkswagen Passat,"2.0T Wolfsburg | 31,539 miles","$16,900",1,Sedan,Black,Deep Black Pearl,1VWLA7A39KC013128,2.0L Turbo I4 174hp 184ft. lbs.,Automatic,FWD,Gasoline,"58.5""","191.9""","72.2""","5.4""","110.4""","62.1""",25 City / 36 Hwy,"61"""
891,2019 Chevrolet Equinox,"LT | 34,720 miles","$18,830",1,SUV,Gray,Black,2GNAXUEV2K6212234,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,AWD,Gasoline,"65.4""","183.1""","72.6""",Unavailable,"107.3""","62.2""",25 City / 30 Hwy,"62.2"""
892,2019 Kia Soul,"+ | 31,275 miles","$14,470",1,Wagon,Black,Bright Silver,KNDJP3A58K7699772,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"63.5""","163""","70.9""","5.9""","101.2""","61.7""",25 City / 30 Hwy,"62.2"""
893,2019 Volkswagen Atlas,"V6 SEL 4Motion | 8,432 miles","$41,450",1,SUV,Black,Grey,1V2MR2CA5KC552701,3.6L V6 276hp 266ft. lbs.,Automatic,AWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 23 Hwy,"67.8"""
895,2018 Toyota Highlander,"XLE | 29,260 miles","$31,980",1,SUV,Gray,Midnight Black Metallic,5TDKZRFH0JS532198,3.5L V6 295hp 263ft. lbs.,Automatic,FWD,Gasoline,"70.1""","192.5""","75.8""","8""","109.8""","64.4""",20 City / 27 Hwy,"64.2"""
897,2020 Tesla Model 3,"Standard Range Plus | 8,660 miles","$38,980",1,Sedan,Black,Blue,5YJ3E1EA8LF705964,Electric 283hp 317ft. lbs.,Automatic,RWD,Electric,"56.8""","184.8""","82.2""","5.5""","113.2""","62.2""",148 City / 132 Hwy,"62.2"""
898,2019 Dodge Journey,"GT | 31,774 miles","$18,830",1,SUV,Black,Pitch Black Clear Coat,3C4PDDEGXKT749832,Pentastar 3.6L V6 283hp 260ft. lbs.,Automatic,AWD,Gasoline,"66.6""","192.4""","83.7""","7.2""","113.8""","61.8""",16 City / 24 Hwy,"62.3"""
899,2019 Dodge Journey,"GT | 30,558 miles","$19,560",1,SUV,Black,Grey,3C4PDDEG5KT745672,Pentastar 3.6L V6 283hp 260ft. lbs.,Automatic,AWD,Gasoline,"66.6""","192.4""","83.7""","7.2""","113.8""","61.8""",16 City / 24 Hwy,"62.3"""
901,2019 Chevrolet Impala,"LT | 27,014 miles","$18,200",1,Sedan,Black,Silver Ice Metallic,1G11Z5SA2KU137555,Ecotec 2.5L I4 197hp 191ft. lbs.,Automatic,FWD,Gasoline,"58.9""","201.3""","84.3""",Unavailable,"111.7""","62.2""",22 City / 29 Hwy,"62"""
902,2019 Volkswagen Atlas,"V6 SE | 35,742 miles","$27,700",1,SUV,Black,Pure White,1V2DR2CA2KC541008,3.6L V6 276hp 266ft. lbs.,Automatic,FWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 24 Hwy,"67.8"""
904,2019 Mazda CX-5,"Touring | 32,127 miles","$22,300",1,SUV,Black,Black,JM3KFBCM9K0544167,SKYACTIV-G 2.5L I4 187hp 186ft. lbs.,Automatic,AWD,Gasoline,"66.1""","179.1""","83.3""","7.5""","106.2""","62.8""",24 City / 30 Hwy,"62.8"""
905,2019 Mazda CX-9,"Touring | 26,805 miles","$27,900",1,SUV,Black,Grey,JM3TCBCY6K0310214,SKYACTIV-G 2.5L Turbo I4 250hp 310ft. lbs.,Automatic,AWD,Gasoline,"69""","199.4""","77.5""","8.8""","115.3""","65.3""",20 City / 26 Hwy,"65.2"""
906,2018 Honda Accord,"EX-L | 31,894 miles","$24,550",1,Sedan,Black,Modern Steel Metallic,1HGCV1F53JA016102,1.5L Turbo I4 192hp 192ft. lbs.,Other,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","63""",30 City / 38 Hwy,"63.4"""
915,2019 INFINITI QX50,"Luxe | 9,337 miles","$32,490",2,SUV,Tan,White,3PCAJ5M16KF148031,2.0L Turbo I4 268hp 280ft. lbs.,Other,FWD,Gasoline,"66""","184.7""","85.1""","8.6""","110.2""","64.4""",24 City / 31 Hwy,"64.2"""
916,2019 Chevrolet Trax,"LT | 12,403 miles","$17,500",1,Wagon,Black,Black,3GNCJLSB6KL131537,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"66""","167.6""","69.9""","6.2""","100.6""","60.6""",26 City / 31 Hwy,"60.6"""
920,2014 BMW X1,"xDrive28i | 35,307 miles","$16,420",4,SUV,Black,Black,WBAVL1C55EVY11889,2.0L Turbo I4 240hp 260ft. lbs.,Automatic,AWD,Gasoline,"60.8""","176.5""","80.5""","7""","108.7""","59.1""",22 City / 33 Hwy,"60.2"""
921,2017 Kia Cadenza,"Premium | 20,609 miles","$21,330",1,Sedan,Black,Aurora Black,KNALC4J15H5057907,3.3L V6 290hp 253ft. lbs.,Automatic,FWD,Gasoline,"57.9""","195.7""","73.6""","5.4""","112.4""","63.3""",20 City / 28 Hwy,"63.6"""
922,2017 Land Rover Discovery,"HSE Luxury | 15,085 miles","$48,480",1,SUV,Black,Blue,SALRHBBV4HA036440,3.0L Supercharged V6 340hp 332ft. lbs.,Automatic,4x4,Gasoline,"73.5""","195.6""","87.4""","11.1""","115""","66.6""",16 City / 21 Hwy,"66.4"""
923,2017 Honda Accord,"Touring | 19,675 miles","$25,310",1,Sedan,Black,Crystal Black Pearl,1HGCR3F9XHA004865,3.5L V6 278hp 252ft. lbs.,Automatic,FWD,Gasoline,"57.7""","192.5""","72.8""",Unavailable,"109.3""","62.4""",21 City / 33 Hwy,"62.7"""
924,2018 Acura MDX,"Base | 21,692 miles","$33,220",1,SUV,Tan,White,5J8YD3H35JL002951,3.5L V6 290hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.4""","196.2""","77.7""","7.3""","111""","66.3""",19 City / 27 Hwy,"66.3"""
925,2019 Honda Accord,"LX | 14,031 miles","$22,550",1,Sedan,Black,White,1HGCV1F10KA168837,1.5L Turbo I4 192hp 192ft. lbs.,Automatic,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","63""",30 City / 38 Hwy,"63.4"""
927,2019 Ford Fusion,"Titanium | 31,608 miles","$18,510",1,Sedan,Black,Red,3FA6P0D91KR207052,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,AWD,Gasoline,"58.1""","191.7""","83.5""",Unavailable,"112.2""","62.7""",20 City / 29 Hwy,"62.4"""
928,2018 GMC Terrain,"SLE | 18,627 miles","$19,700",1,SUV,Black,Summit White,3GKALMEV7JL305771,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,FWD,Gasoline,"65.4""","182.3""","72.4""","6.9""","107.3""","62.3""",26 City / 30 Hwy,"62.5"""
929,2018 Buick Encore,"Preferred | 7,052 miles","$16,930",2,SUV,Black,Silver,KL4CJASB8JB516525,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"65.3""","168.4""","69.9""","6.2""","100.6""","60.6""",27 City / 33 Hwy,"60.6"""
930,2017 Chevrolet Trax,"LT | 19,387 miles","$15,500",1,SUV,Black,Red,3GNCJLSB6HL173375,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"64.8""","167.6""","69.9""","6.2""","100.6""","60.6""",25 City / 33 Hwy,"60.6"""
931,2018 Buick Encore,"Preferred | 5,064 miles","$17,420",1,SUV,Black,Quicksilver Metallic,KL4CJASB1JB621178,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"65.3""","168.4""","69.9""","6.2""","100.6""","60.6""",27 City / 33 Hwy,"60.6"""
932,2017 Chevrolet Trax,"LT | 24,332 miles","$14,950",1,Wagon,Black,Nightfall Gray Metallic,3GNCJLSB7HL269113,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"64.8""","167.6""","69.9""","6.2""","100.6""","60.6""",25 City / 33 Hwy,"60.6"""
934,2019 Buick Encore,"Essence | 22,019 miles","$18,220",1,SUV,Black,White,KL4CJCSM8KB876828,1.4L Turbo I4 153hp 177ft. lbs.,Automatic,FWD,Gasoline,"65.3""","168.4""","70.1""","6.2""","100.6""","60.7""",25 City / 30 Hwy,"60.6"""
935,2020 Hyundai Tucson,"SE | 5,568 miles","$20,690",1,SUV,Black,Black,KM8J23A41LU081326,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 28 Hwy,"63.8"""
936,2017 INFINITI QX30,"Premium | 22,073 miles","$21,900",1,SUV,Tan,Black,SJKCH5CP1HA021731,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,FWD,Gasoline,"59.4""","174.2""","82""","6.8""","106.3""","61.9""",24 City / 33 Hwy,"61.9"""
937,2017 INFINITI QX30,"Premium | 37,387 miles","$21,900",1,SUV,Black,Black,SJKCH5CR5HA039912,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,AWD,Gasoline,"60.2""","174.2""","82""","8""","106.3""","61.6""",21 City / 30 Hwy,"61.9"""
940,2019 Audi A4,"2.0T Premium Plus | 10,188 miles","$32,020",1,Sedan,Black,Brilliant Black,WAUHMAF47KN005514,2.0L Turbo I4 188hp 236ft. lbs.,Automatic,FWD,Gasoline,"56.2""","186.1""","79.6""",Unavailable,"110""","61.9""",27 City / 34 Hwy,"61.2"""
941,2017 Toyota RAV4,"LE | 24,577 miles","$19,380",1,SUV,Black,Black Currant Metallic,2T3ZFREV2HW373434,2.5L I4 176hp 172ft. lbs.,Automatic,FWD,Gasoline,"67.1""","183.5""","72.6""","6.1""","104.7""","61.8""",23 City / 30 Hwy,"61.8"""
942,2019 GMC Yukon,"SLE | 16,196 miles","$43,670",1,SUV,Black,Dark Sky Metallic,1GKS1AKC9KR313456,EcoTec3 5.3L V8 355hp 383ft. lbs.,Automatic,RWD,Gasoline,"74.4""","203.9""","80.5""","8""","116""","68.7""",15 City / 22 Hwy,"68.7"""
945,2019 Ford Transit Passenger,"350 XLT | 45,011 miles","$22,670",1,Van Minivan,Gray,Oxford White,1FBZX2YM3KKA05839,3.7L V6 275hp 260ft. lbs.,Automatic,RWD,Gasoline,"82.4""","237.6""","97.4""","6""","147.6""","68.2""",14 City / 18 Hwy,"68.6"""
946,2019 Ford Transit Passenger,"350 XLT | 44,491 miles","$22,670",1,Van Minivan,Gray,White,1FBZX2YM8KKA06016,3.7L V6 275hp 260ft. lbs.,Automatic,RWD,Gasoline,"82.4""","237.6""","97.4""","6""","147.6""","68.2""",14 City / 18 Hwy,"68.6"""
947,2017 Nissan Rogue,"S | 27,601 miles","$15,900",1,Wagon,Black,White,KNMAT2MT6HP586461,2.5L I4 170hp 175ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
948,2019 Nissan Titan,"PRO-4X | 22,226 miles","$37,900",1,Pickup Truck,Black,Red,1N6AA1E58KN518789,5.6L V8 390hp 394ft. lbs.,Automatic,4x4,Gasoline,"77.2""","228.5""","80.7""","9.8""","139.8""",Unavailable,15 City / 21 Hwy,Unavailable
949,2019 Volkswagen Passat,"2.0T Wolfsburg | 26,533 miles","$17,100",1,Sedan,Black,Black,1VWLA7A38KC013752,2.0L Turbo I4 174hp 184ft. lbs.,Automatic,FWD,Gasoline,"58.5""","191.9""","72.2""","5.4""","110.4""","62.1""",25 City / 36 Hwy,"61"""
950,2019 Volkswagen Passat,"2.0T Wolfsburg | 26,116 miles","$17,400",1,Sedan,Black,Blue,1VWLA7A34KC011836,2.0L Turbo I4 174hp 184ft. lbs.,Automatic,FWD,Gasoline,"58.5""","191.9""","72.2""","5.4""","110.4""","62.1""",25 City / 36 Hwy,"61"""
951,2019 Mazda CX-9,"Touring | 26,992 miles","$26,710",1,SUV,Tan,Titanium Flash Mica,JM3TCACY3K0309001,SKYACTIV-G 2.5L Turbo I4 250hp 310ft. lbs.,Automatic,FWD,Gasoline,"69""","199.4""","77.5""","8.8""","115.3""","65.3""",22 City / 28 Hwy,"65.2"""
952,2019 Kia Soul,"+ | 26,363 miles","$14,220",1,Wagon,Black,Inferno Red,KNDJP3A57K7009381,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"63.5""","163""","70.9""","5.9""","101.2""","61.7""",25 City / 30 Hwy,"62.2"""
955,2019 Volkswagen Atlas,"V6 SE | 28,753 miles","$28,200",1,SUV,Black,Silver,1V2DR2CA0KC543128,3.6L V6 276hp 266ft. lbs.,Automatic,FWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 24 Hwy,"67.8"""
956,2019 Nissan Pathfinder,"SL | 34,962 miles","$24,050",1,SUV,Black,Brilliant Silver Metallic,5N1DR2MN4KC605645,3.5L V6 284hp 259ft. lbs.,Other,FWD,Gasoline,"70.6""","198.5""","77.2""","7""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
957,2017 Porsche Cayenne,"Base | 48,261 miles","$41,980",2,SUV,Black,White,WP1AA2A27HKA87035,3.6L V6 300hp 295ft. lbs.,Automatic,AWD,Gasoline,"67.4""","191.14""","85.2""","8.5""","114""","65.2""",18 City / 24 Hwy,"65.7"""
958,2019 Honda Pilot,"Touring-7P | 12,913 miles","$38,970",1,SUV,Gray,Grey,5FNYF5H63KB009710,3.5L V6 280hp 262ft. lbs.,Automatic,FWD,Gasoline,"70.6""","196.5""","78.6""","7.3""","111""","66.3""",20 City / 27 Hwy,"66.3"""
959,2019 Acura MDX,"SH-AWD w/Tech | 9,591 miles","$42,540",1,SUV,Tan,White,5J8YD4H57KL029416,3.5L V6 290hp 267ft. lbs.,Automatic,AWD,Gasoline,"67.4""","196.2""","77.7""","7.3""","111""","66.3""",19 City / 26 Hwy,"66.3"""
960,2017 Lexus RX 350,"Base | 30,197 miles","$33,070",1,SUV,Gray,Nebula Gray Pearl,2T2ZZMCA7HC064106,3.5L V6 295hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.7""","192.5""","74.6""","8.2""","109.8""","64.4""",20 City / 27 Hwy,"64"""
962,2017 Ford Escape,"S | 45,042 miles","$13,900",1,SUV,Gray,Tan,1FMCU0F77HUE97375,Duratec 2.5L I4 168hp 170ft. lbs.,Automatic,FWD,Gasoline,"66.3""","178.1""","81.8""","7.9""","105.9""","61.5""",21 City / 29 Hwy,"61.6"""
963,2015 Chevrolet Traverse,"LT | 85,611 miles","$17,210",2,SUV,Black,Red,1GNKRHKD2FJ353640,3.6L V6 281hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","203.7""","78.5""","7.2""","118.9""","67.3""",17 City / 24 Hwy,"67.1"""
964,2017 Ford Escape,"SE | 34,951 miles","$15,640",1,SUV,Gray,Silver,1FMCU0G92HUE74182,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,FWD,Gasoline,"66.3""","178.1""","81.8""","7.9""","105.9""","61.5""",22 City / 29 Hwy,"61.6"""
965,2018 Alfa Romeo Stelvio,"Sport | 12,045 miles","$27,940",1,Wagon,Black,Grey,ZASFAKPN6J7B70920,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
967,2019 INFINITI QX80,"Luxe | 35,789 miles","$41,900",1,SUV,Black,Silver,JN8AZ2NE2K9237215,5.6L V8 400hp 413ft. lbs.,Automatic,4x4,Gasoline,"75.8""","210.2""","79.9""","9.2""","121.1""","67.5""",13 City / 19 Hwy,"67.9"""
969,2019 Audi S4,"3.0T quattro Premium Plus | 5,460 miles","$48,170",1,Sedan,Red,Glacier White Metallic,WAUB4AF47KA047551,3.0L Turbo V6 349hp 369ft. lbs.,Automatic,AWD,Gasoline,"55.3""","186.8""","79.6""",Unavailable,"111.2""","61.6""",21 City / 30 Hwy,"60.9"""
971,2019 Acura MDX,"Base | 7,009 miles","$39,150",1,SUV,Black,Black,5J8YD3H35KL011781,3.5L V6 290hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.4""","196.2""","77.7""","7.3""","111""","66.3""",20 City / 27 Hwy,"66.3"""
973,2019 Honda Insight,"Touring | 3,543 miles","$26,650",1,Sedan,Brown,Modern Steel Metallic,19XZE4F93KE020615,1.5L Hybrid I4 151hp 197ft. lbs.,Automatic,FWD,Gas/Electric Hybrid,"55.6""","183.6""","71.6""",Unavailable,"106.3""","60.9""",51 City / 45 Hwy,"61.6"""
975,2017 Nissan Rogue,"SL | 24,748 miles","$19,400",1,SUV,Black,White,JN8AT2MT7HW402929,2.5L I4 170hp 175ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
976,2019 Buick Enclave,"Essence | 26,561 miles","$27,430",1,SUV,Black,Quicksilver Metallic,5GAERBKW0KJ183360,3.6L V6 310hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","204.3""","89.3""","7.7""","120.9""","67.3""",18 City / 26 Hwy,"67"""
977,2018 GMC Acadia,"SLE-2 | 16,356 miles","$25,700",2,SUV,Black,Grey,1GKKNLLS5JZ138689,3.6L V6 310hp 271ft. lbs.,Automatic,FWD,Gasoline,"66""","193.6""","75.4""","7.2""","112.5""","64.5""",18 City / 25 Hwy,"64.5"""
978,2019 Ford Explorer,"Limited | 35,481 miles","$29,110",1,SUV,Black,Red,1FM5K7F84KGA64246,3.5L V6 290hp 255ft. lbs.,Automatic,FWD,Gasoline,"70""","198.3""","90.2""","7.8""","112.8""","67""",17 City / 24 Hwy,"67"""
979,2019 Chevrolet Impala,"LT | 30,454 miles","$18,000",1,Sedan,Black,White,2G11Z5SA6K9137216,Ecotec 2.5L I4 197hp 191ft. lbs.,Automatic,FWD,Gasoline,"58.9""","201.3""","84.3""",Unavailable,"111.7""","62.2""",22 City / 29 Hwy,"62"""
980,2019 Kia Soul,"+ | 46,258 miles","$13,050",1,SUV,Black,Clear White,KNDJP3A52K7005416,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"63.5""","163""","70.9""","5.9""","101.2""","61.7""",25 City / 30 Hwy,"62.2"""
984,2019 Honda HR-V,"EX | 2,524 miles","$24,060",1,SUV,Gray,Lunar Silver Metallic,3CZRU6H52KM741727,1.8L I4 141hp 127ft. lbs.,Automatic,AWD,Gasoline,"63.2""","170.4""","69.8""","6.7""","102.8""","60.4""",26 City / 31 Hwy,"60.6"""
985,2019 Kia Soul,"+ | 26,952 miles","$14,320",2,Wagon,Black,Clear White,KNDJP3A5XK7017264,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"63.5""","163""","70.9""","5.9""","101.2""","61.7""",25 City / 30 Hwy,"62.2"""
986,2019 Lexus NX 300h,"Base | 5,548 miles","$38,890",2,SUV,Tan,Black,JTJBJRBZ7K2097269,2.5L Hybrid I4 194hp,Other,AWD,Gas/Electric Hybrid,"64.8""","182.3""","83.9""","6.7""","104.7""","62.2""",33 City / 30 Hwy,"62.2"""
989,2017 Nissan Versa Note,"SL | 10,639 miles","$13,780",1,Hatchback,Tan,Orange,3N1CE2CP4HL367231,1.6L I4 109hp 107ft. lbs.,Other,FWD,Gasoline,"60.5""","163""","66.7""",Unavailable,"102.4""","58.3""",31 City / 39 Hwy,"58.5"""
990,2017 Nissan Murano,"S | 28,069 miles","$19,500",1,SUV,Gray,Pearl White,5N1AZ2MG2HN188219,3.5L V6 260hp 240ft. lbs.,Automatic,FWD,Gasoline,"67.8""","192.4""","75.4""","6.9""","111.2""","64.6""",21 City / 28 Hwy,"64.6"""
991,2018 Alfa Romeo Giulia,"BASE | 31,880 miles","$25,250",1,Sedan,Black,Red,ZARFAEDN6J7579214,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"57.1""","182.6""","79.7""",Unavailable,"111""","61.3""",23 City / 31 Hwy,"63.9"""
993,2019 Buick Enclave,"Essence | 31,498 miles","$25,590",1,SUV,Gray,Red,5GAERBKW4KJ191655,3.6L V6 310hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","204.3""","89.3""","7.7""","120.9""","67.3""",18 City / 26 Hwy,"67"""
994,2019 Chevrolet Impala,"LT | 27,856 miles","$17,840",1,Sedan,Black,Silver Ice Metallic,1G11Z5SA8KU136068,Ecotec 2.5L I4 197hp 191ft. lbs.,Automatic,FWD,Gasoline,"58.9""","201.3""","84.3""",Unavailable,"111.7""","62.2""",22 City / 29 Hwy,"62"""
995,2017 Nissan Rogue,"S | 66,574 miles","$16,140",2,SUV,Black,Brilliant Silver,JN8AT2MV9HW254705,2.5L I4 170hp 175ft. lbs.,Automatic,AWD,Gasoline,Unavailable,"184.5""","72.4""","8.2""","106.5""","62.8""",25 City / 32 Hwy,"62.8"""
996,2019 Nissan Pathfinder,"SL | 32,127 miles","$24,380",1,SUV,Black,Black,5N1DR2MN0KC604525,3.5L V6 284hp 259ft. lbs.,Other,FWD,Gasoline,"70.6""","198.5""","77.2""","7""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
